area_type,availability,location,size,society,total_sqft,bath,balcony,price,bedrooms,price_per_sqft
Super built-up  Area,20-Dec,Whitefield,2 BHK,VaarkMe,1269.0,2.0,1.0,75.0,2.0,0.0591016548463357
Plot  Area,18-Apr,KR Layout,4 Bedroom,GrrvaGr,4800.0,4.0,0.0,700.0,4.0,0.14583333333333334
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Shiew T,1070.0,2.0,2.0,37.45,2.0,0.035
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,GrrvaGr,1208.0,2.0,2.0,70.0,2.0,0.057947019867549666
Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Cimeshw,1185.0,2.0,1.0,45.5,2.0,0.03839662447257384
Plot  Area,Ready To Move,Laggere,3 Bedroom,GrrvaGr,1200.0,3.0,1.0,130.0,3.0,0.10833333333333334
Super built-up  Area,Ready To Move,Anekal,2 BHK,GrrvaGr,888.0,2.0,1.0,34.0,2.0,0.038288288288288286
Super built-up  Area,18-Aug,Chandapura,2 BHK,SunceEs,1015.0,2.0,2.0,25.88,2.0,0.025497536945812808
Built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,GrrvaGr,532.0,1.0,1.0,22.49,1.0,0.04227443609022556
Super built-up  Area,Ready To Move,St Thomas Town,3 BHK,GrrvaGr,1060.0,3.0,1.0,62.0,3.0,0.05849056603773585
Built-up  Area,Ready To Move,Electronic City,1 BHK,GrrvaGr,700.0,1.0,1.0,35.0,1.0,0.05
Super built-up  Area,Ready To Move,Ckikkakammana Halli,2 BHK,Radhian,902.0,2.0,2.0,42.0,2.0,0.04656319290465632
Plot  Area,Ready To Move,Banashankari 2nd Stage,6 Bedroom,GrrvaGr,600.0,3.0,3.0,95.0,6.0,0.15833333333333333
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,GrrvaGr,1175.0,2.0,1.0,47.0,2.0,0.04
Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1365.0,2.0,1.0,122.0,2.0,0.08937728937728938
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Hincy R,984.0,2.0,1.0,51.0,2.0,0.051829268292682924
Plot  Area,Ready To Move,Hebbal,4 Bedroom,GrrvaGr,2700.0,2.0,2.0,100.0,4.0,0.037037037037037035
Super built-up  Area,Ready To Move,Jalahalli East,3 BHK,GrrvaGr,1475.0,3.0,2.0,96.0,3.0,0.06508474576271187
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,NDionas,1300.0,2.0,2.0,79.0,2.0,0.06076923076923077
Plot  Area,Ready To Move,5th Block Hbr Layout,5 Bedroom,GrrvaGr,1200.0,6.0,1.0,220.0,5.0,0.18333333333333332
Built-up  Area,Ready To Move,Babusapalaya,3 BHK,GrrvaGr,1453.0,2.0,2.0,43.59,3.0,0.030000000000000002
Super built-up  Area,Ready To Move,Munivenkatppa Layout,2 BHK,SNiew L,1550.0,2.0,3.0,160.0,2.0,0.1032258064516129
Built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1666.0,3.0,2.0,95.0,3.0,0.05702280912364946
Plot  Area,Ready To Move,Akshaya Nagar,4 Bedroom,GrrvaGr,1410.0,4.0,2.0,160.0,4.0,0.11347517730496454
Plot  Area,18-Mar,Yelahanka,4 Bedroom,Nileyap,4025.0,5.0,3.0,800.0,4.0,0.19875776397515527
Super built-up  Area,Ready To Move,Murugeshpalya,3 BHK,Vestas ,1845.0,3.0,3.0,91.0,3.0,0.04932249322493225
Super built-up  Area,Ready To Move,Sarjapura - Attibele Road,3 BHK,Puownm ,1676.0,3.0,3.0,52.0,3.0,0.031026252983293555
Super built-up  Area,20-Dec,Uttarahalli,2 BHK,PrdgeLa,1137.0,2.0,1.0,63.0,2.0,0.055408970976253295
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360.0,2.0,1.0,70.5,3.0,0.05183823529411765
Super built-up  Area,Ready To Move,Vijaya Bank Layout,3 BHK,FoGemna,1374.0,2.0,2.0,70.0,3.0,0.050946142649199416
Built-up  Area,Ready To Move,Judicial Layout,3 Bedroom,GrrvaGr,1700.0,3.0,2.0,155.0,3.0,0.09117647058823529
Plot  Area,Ready To Move,Whitefield,5 Bedroom,GrrvaGr,3227.0,5.0,0.0,250.0,5.0,0.07747133560582585
Super built-up  Area,Ready To Move,Ferrar Nagar,4 BHK,Cestama,2145.0,4.0,2.0,125.0,4.0,0.05827505827505827
Super built-up  Area,18-May,Kasavanhalli,3 BHK,GrrvaGr,2170.0,3.0,2.0,151.0,3.0,0.0695852534562212
Built-up  Area,Ready To Move,Bank Of Baroda Colony,2 BHK,GrrvaGr,1080.0,2.0,1.0,55.0,2.0,0.05092592592592592
Built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,SNbay G,1790.0,3.0,3.0,100.0,3.0,0.055865921787709494
Super built-up  Area,Ready To Move,Doddathoguru,1 BHK,GrrvaGr,550.0,1.0,1.0,17.0,1.0,0.03090909090909091
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3 BHK,GrrvaGr,1270.0,2.0,2.0,50.79,3.0,0.03999212598425197
Built-up  Area,Ready To Move,Somasundara Palya,2 BHK,Ahhtser,1033.0,2.0,2.0,48.0,2.0,0.046466602129719266
Built-up  Area,Ready To Move,Kamala Nagar,2 Bedroom,GrrvaGr,1000.0,2.0,1.0,80.0,2.0,0.08
Super built-up  Area,19-Dec,Binny Pete,4 BHK,She 2rk,2940.0,6.0,2.0,280.0,4.0,0.09523809523809523
Super built-up  Area,Ready To Move,Kumarapalli,2 BHK,BMmesHo,1240.0,2.0,2.0,52.6,2.0,0.04241935483870968
Super built-up  Area,Ready To Move,Kambipura,2 BHK,Prrtht ,883.0,2.0,1.0,39.0,2.0,0.044167610419026046
Built-up  Area,15-Jun,Outer Ring Road East,3 BHK,SRzonhu,1500.0,2.0,0.0,97.0,3.0,0.06466666666666666
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1730.0,3.0,3.0,139.0,3.0,0.08034682080924856
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,GrrvaGr,1915.0,3.0,3.0,80.0,3.0,0.04177545691906005
Super built-up  Area,Ready To Move,Whitefield,3 BHK,BainePr,1545.0,3.0,2.0,79.0,3.0,0.0511326860841424
Super built-up  Area,19-Mar,Marenahalli,3 BHK,GrrvaGr,1865.0,4.0,2.0,140.0,3.0,0.07506702412868632
Super built-up  Area,Ready To Move,Hebbal Kempapura,2 BHK,GrrvaGr,1150.0,2.0,2.0,40.0,2.0,0.034782608695652174
Super built-up  Area,18-Aug,HAL 3rd Stage,2 BHK,GrrvaGr,1200.0,2.0,2.0,49.0,2.0,0.04083333333333333
Built-up  Area,Ready To Move,Kengeri,2 BHK,GrrvaGr,963.0,2.0,2.0,40.0,2.0,0.04153686396677051
Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200.0,3.0,1.0,120.0,3.0,0.1
Super built-up  Area,Ready To Move,Basavangudi,4 BHK,GrrvaGr,2600.0,4.0,3.0,260.0,4.0,0.1
Built-up  Area,Ready To Move,Kaikondrahalli,4 BHK,Srsica ,1700.0,4.0,2.0,108.0,4.0,0.06352941176470588
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1682.0,3.0,1.0,120.0,3.0,0.0713436385255648
Built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1371.0,2.0,2.0,65.0,3.0,0.04741064916119621
Super built-up  Area,21-Mar,Hennur Road,2 BHK,GrrvaGr,901.0,2.0,1.0,49.5,2.0,0.05493895671476138
Plot  Area,Ready To Move,Vishwapriya Layout,7 Bedroom,GrrvaGr,600.0,7.0,0.0,73.0,7.0,0.12166666666666667
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730.0,3.0,1.0,120.0,3.0,0.06936416184971098
Plot  Area,Ready To Move,Konanakunte,4 Bedroom,GrrvaGr,1200.0,4.0,0.0,125.0,4.0,0.10416666666666667
Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,SJlynro,1500.0,3.0,3.0,102.0,3.0,0.068
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Maana E,3785.0,6.0,2.0,280.0,4.0,0.07397622192866579
Built-up  Area,Ready To Move,Nagawara Junction,4 BHK,GrrvaGr,3500.0,4.0,2.0,245.0,4.0,0.07
Carpet  Area,Ready To Move,Lingarajapuram,2 BHK,Glnetch,1203.0,2.0,1.0,59.86,2.0,0.049758935993349955
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,GrrvaGr,1357.0,2.0,2.0,54.0,2.0,0.0397936624907885
Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 BHK,Suensda,1600.0,3.0,2.0,76.0,3.0,0.0475
Built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,350.0,1.0,1.0,13.5,1.0,0.03857142857142857
Super built-up  Area,Ready To Move,Varthur,3 BHK,MKllei ,1665.0,3.0,1.0,53.0,3.0,0.03183183183183183
Plot  Area,Ready To Move,Ramamurthy Nagar,3 Bedroom,GrrvaGr,1400.0,3.0,3.0,200.0,3.0,0.14285714285714285
Super built-up  Area,Ready To Move,Sarjapur  Road,1 BHK,GrrvaGr,835.0,1.0,1.0,46.95,1.0,0.056227544910179644
Plot  Area,Ready To Move,Chandra Layout,2 Bedroom,GrrvaGr,815.0,3.0,2.0,160.0,2.0,0.19631901840490798
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NDionas,1444.0,2.0,1.0,80.0,3.0,0.055401662049861494
Super built-up  Area,Ready To Move,Kanakapura,2 BHK,GrrvaGr,1277.0,2.0,2.0,55.0,2.0,0.04306969459671104
Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1521.0,3.0,1.0,94.71,3.0,0.06226824457593688
Super built-up  Area,Ready To Move,Maithri Layout,2 BHK,GrrvaGr,1134.0,2.0,1.0,40.0,2.0,0.03527336860670194
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,GrrvaGr,995.0,2.0,1.0,34.82,2.0,0.03499497487437186
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2760.0,5.0,2.0,157.0,3.0,0.05688405797101449
Built-up  Area,Ready To Move,Marathahalli,2 BHK,PueraRi,1325.0,1.0,1.0,92.0,2.0,0.06943396226415094
Built-up  Area,Ready To Move,Kothanur,6 Bedroom,GrrvaGr,4000.0,6.0,2.0,150.0,6.0,0.0375
Built-up  Area,Ready To Move,Marathahalli,3 BHK,GrrvaGr,1525.0,3.0,2.0,90.0,3.0,0.05901639344262295
Super built-up  Area,18-Dec,Raja Rajeshwari Nagar 5th Stage,3 BHK,GrrvaGr,1320.0,2.0,2.0,73.0,3.0,0.055303030303030305
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,SrnesSr,650.0,1.0,1.0,23.0,1.0,0.03538461538461538
Built-up  Area,Ready To Move,Old Airport Road,3 BHK,GrrvaGr,1858.0,2.0,1.0,167.0,3.0,0.0898815931108719
Super built-up  Area,21-Aug,Electronic City,2 BHK,GrrvaGr,1150.0,2.0,1.0,38.0,2.0,0.03304347826086956
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,MJtroty,769.0,2.0,1.0,40.0,2.0,0.05201560468140442
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Prarkun,1571.0,3.0,2.0,105.0,3.0,0.0668364099299809
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1445.0,3.0,1.0,86.56,3.0,0.059903114186851215
Super built-up  Area,Ready To Move,Hosur Road,3 BHK,Saageat,1590.0,2.0,2.0,135.0,3.0,0.08490566037735849
Super built-up  Area,Ready To Move,Bommasandra,2 BHK,Niway G,902.0,2.0,2.0,49.0,2.0,0.05432372505543237
Plot  Area,18-Mar,Sarjapur,3 Bedroom,GrrvaGr,2238.0,3.0,1.0,140.0,3.0,0.06255585344057193
Built-up  Area,18-Dec,Electronic City,2 BHK,GrrvaGr,1090.0,2.0,1.0,31.49,2.0,0.02888990825688073
Built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1712.0,3.0,3.0,82.0,3.0,0.04789719626168224
Built-up  Area,Ready To Move,Haralur Road,2 BHK,GrrvaGr,1088.0,2.0,1.0,68.0,2.0,0.0625
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,GrrvaGr,1575.0,3.0,3.0,63.1,3.0,0.040063492063492065
Plot  Area,Ready To Move,Nanjappa Garden,6 Bedroom,GrrvaGr,2150.0,6.0,3.0,205.0,6.0,0.09534883720930233
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Roima A,1920.0,3.0,2.0,150.0,3.0,0.078125
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,GrrvaGr,1000.0,2.0,0.0,57.0,2.0,0.057
Super built-up  Area,18-Oct,Chennammana Kere,2 BHK,GrrvaGr,1100.0,2.0,2.0,56.1,2.0,0.051000000000000004
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Daives ,1089.0,2.0,2.0,45.0,2.0,0.04132231404958678
Built-up  Area,Ready To Move,Horamavu Agara,2 BHK,Maows M,1106.0,2.0,1.0,43.09,2.0,0.03896021699819169
Super built-up  Area,18-Dec,Kengeri,2 BHK,GrrvaGr,927.0,2.0,2.0,37.0,2.0,0.039913700107874865
Super built-up  Area,Ready To Move,Kanakpura Road,2 BHK,PuandHi,1339.0,2.0,2.0,58.0,2.0,0.043315907393577296
Built-up  Area,21-Dec,Thanisandra,1 BHK,Bhe 2ko,923.0,1.0,1.0,45.69,1.0,0.04950162513542795
Plot  Area,18-Aug,Sarjapur  Road,3 Bedroom,GrrvaGr,2900.0,3.0,2.0,285.0,3.0,0.09827586206896552
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1175.0,2.0,2.0,75.0,2.0,0.06382978723404255
Built-up  Area,Ready To Move,Thubarahalli,2 BHK,Soowsa ,975.0,2.0,1.0,55.0,2.0,0.05641025641025641
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2400.0,4.0,1.0,180.0,3.0,0.075
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Prldsri,1330.0,3.0,2.0,72.0,3.0,0.05413533834586466
Super built-up  Area,20-Dec,Thanisandra,2 BHK,Bhe 2ko,1183.0,2.0,1.0,59.74,2.0,0.05049873203719358
Super built-up  Area,Ready To Move,Harlur,3 BHK,GrrvaGr,1758.0,3.0,2.0,133.0,3.0,0.07565415244596133
Plot  Area,Ready To Move,Nagarbhavi,3 Bedroom,GrrvaGr,1200.0,3.0,2.0,265.0,3.0,0.22083333333333333
Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1255.0,2.0,1.0,77.68,3.0,0.061896414342629484
Plot  Area,Ready To Move,Nagadevanahalli,3 Bedroom,GrrvaGr,600.0,4.0,2.0,110.0,3.0,0.18333333333333332
Built-up  Area,Ready To Move,Pai Layout,2 BHK,SantsAp,1100.0,2.0,2.0,50.0,2.0,0.045454545454545456
Super built-up  Area,18-Dec,Ramamurthy Nagar,2 BHK,Vaharvi,1170.0,2.0,2.0,46.8,2.0,0.04
Built-up  Area,Ready To Move,Vayunandana Layout,5 Bedroom,GrrvaGr,2400.0,5.0,2.0,120.0,5.0,0.05
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1530.0,3.0,3.0,51.77,3.0,0.033836601307189546
Built-up  Area,17-Dec,Hebbal,2 BHK,Mahosya,1420.0,2.0,2.0,107.0,2.0,0.07535211267605633
Plot  Area,Ready To Move,7th Phase JP Nagar,6 Bedroom,GrrvaGr,1045.0,6.0,3.0,160.0,6.0,0.15311004784688995
Super built-up  Area,19-Jan,Kanakpura Road,3 BHK,PrityFa,1591.0,3.0,1.0,115.0,3.0,0.07228158390949088
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680.0,3.0,2.0,120.0,3.0,0.07142857142857142
Plot  Area,Ready To Move,Kenchenhalli,2 Bedroom,GrrvaGr,675.0,3.0,1.0,52.0,2.0,0.07703703703703704
Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1055.0,2.0,1.0,57.63,2.0,0.054625592417061615
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Sonet G,1918.0,3.0,2.0,129.0,3.0,0.06725755995828989
Super built-up  Area,18-Jan,Sarjapur  Road,2 BHK,Kelia R,1280.0,2.0,1.0,76.0,2.0,0.059375
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,DSdhiSa,1560.0,3.0,3.0,66.0,3.0,0.04230769230769231
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Usquaya,1145.0,2.0,2.0,49.5,2.0,0.04323144104803493
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,Sodgere,2106.0,3.0,2.0,126.0,3.0,0.05982905982905983
Super built-up  Area,Ready To Move,"EPIP AREA, WHITEFIELD",3 BHK,GrrvaGr,1801.0,3.0,2.0,139.0,3.0,0.07717934480843976
Plot  Area,Ready To Move,Seegehalli,5 Bedroom,GrrvaGr,1200.0,5.0,3.0,120.0,5.0,0.1
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,PhestOn,1718.0,3.0,2.0,288.0,2.0,0.16763678696158324
Super built-up  Area,20-Jun,Whitefield,3 BHK,Somns T,1306.0,3.0,2.0,54.65,3.0,0.041845329249617154
Super built-up  Area,19-Jun,Hebbal,2 BHK,Raard B,1320.0,2.0,1.0,92.0,2.0,0.0696969696969697
Built-up  Area,Ready To Move,1st Stage Domlur,3 BHK,GrrvaGr,1350.0,2.0,2.0,65.0,3.0,0.04814814814814815
Built-up  Area,Ready To Move,"RMV extension stage 2, rmv extension",4 BHK,GrrvaGr,2990.0,4.0,2.0,324.0,4.0,0.10836120401337793
Built-up  Area,Ready To Move,Kalyan nagar,4 BHK,AHavenc,3800.0,5.0,3.0,300.0,4.0,0.07894736842105263
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,DSnjh S,1344.0,2.0,1.0,42.0,3.0,0.03125
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,GrrvaGr,1893.0,3.0,2.0,100.0,3.0,0.05282620179609086
Super built-up  Area,Ready To Move,Chandapura,3 BHK,GrrvaGr,1107.0,2.0,1.0,43.0,3.0,0.03884372177055104
Plot  Area,Ready To Move,R.T. Nagar,9 Bedroom,GrrvaGr,1200.0,10.0,2.0,180.0,9.0,0.15
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,RothaVa,1190.0,2.0,1.0,75.0,2.0,0.06302521008403361
Built-up  Area,Ready To Move,Whitefield,2 BHK,Pranthi,1000.0,2.0,1.0,35.0,2.0,0.035
Plot  Area,Ready To Move,Kalhalli,2 Bedroom,Keersto,2400.0,2.0,1.0,160.0,2.0,0.06666666666666667
Super built-up  Area,Ready To Move,Kumaraswami Layout,2 BHK,Mania G,1000.0,2.0,1.0,48.5,2.0,0.0485
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,Tahtsla,2113.0,3.0,2.0,155.0,3.0,0.07335541883577851
Built-up  Area,Ready To Move,KR Puram,2 BHK,GrrvaGr,1100.0,2.0,1.0,46.0,2.0,0.04181818181818182
Plot  Area,Ready To Move,Sector 2 HSR Layout,5 Bedroom,GrrvaGr,1200.0,4.0,1.0,160.0,5.0,0.13333333333333333
Super built-up  Area,Ready To Move,Harlur,4 BHK,Zonce E,1884.0,4.0,2.0,120.0,4.0,0.06369426751592357
Super built-up  Area,Ready To Move,Electronic City,2 BHK,YCnce R,1110.0,2.0,1.0,40.0,2.0,0.036036036036036036
Super built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027.0,2.0,2.0,43.0,2.0,0.04186952288218111
Super built-up  Area,18-May,Tavarekere,3 BHK,GrrvaGr,1250.0,3.0,2.0,40.0,3.0,0.032
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,GrrvaGr,1470.0,3.0,0.0,62.0,3.0,0.04217687074829932
Built-up  Area,18-May,Kamakshipalya,2 BHK,GrrvaGr,1150.0,2.0,1.0,75.0,2.0,0.06521739130434782
Plot  Area,Ready To Move,Hadosiddapura,3 Bedroom,JRichee,1200.0,3.0,2.0,165.0,3.0,0.1375
Super built-up  Area,18-Aug,Kudlu Gate,1 BHK,Sanzaat,703.0,1.0,1.0,52.0,1.0,0.07396870554765292
Super built-up  Area,Ready To Move,Vijaya Bank Colony,3 BHK,GrrvaGr,1400.0,2.0,2.0,62.0,3.0,0.04428571428571428
Super built-up  Area,Ready To Move,Bellandur,2 BHK,SRageri,1195.0,2.0,2.0,51.0,2.0,0.042677824267782424
Super built-up  Area,Ready To Move,Narayanapura,2 BHK,Veodsar,1302.0,2.0,1.0,69.1,2.0,0.05307219662058371
Super built-up  Area,19-Aug,Begur Road,3 BHK,Pruthg ,1583.0,3.0,1.0,74.4,3.0,0.046999368288060644
Super built-up  Area,Ready To Move,Kumarapalli,3 BHK,BMmesHo,1488.0,2.0,3.0,60.0,3.0,0.04032258064516129
Plot  Area,Ready To Move,Lakshmi Layout,4 Bedroom,GrrvaGr,600.0,5.0,2.0,85.0,4.0,0.14166666666666666
Super built-up  Area,Ready To Move,Whitefield,4 BHK,GrrvaGr,3262.0,4.0,2.0,260.0,4.0,0.07970570202329859
Built-up  Area,18-Jan,Electronic City,3 BHK,Prarkun,1600.0,3.0,2.0,104.0,3.0,0.065
Super built-up  Area,Ready To Move,Old Airport Road,2 BHK,FlsicFl,1150.0,2.0,1.0,90.0,2.0,0.0782608695652174
Plot  Area,Ready To Move,Lakkasandra,9 Bedroom,GrrvaGr,4500.0,9.0,2.0,166.0,9.0,0.03688888888888889
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,GrrvaGr,1263.0,2.0,1.0,78.0,2.0,0.06175771971496437
Plot  Area,Ready To Move,KR Puram,7 Bedroom,GrrvaGr,1200.0,8.0,2.0,110.0,7.0,0.09166666666666666
Super built-up  Area,20-May,Kanakpura Road,2 BHK,Soena A,1299.0,2.0,2.0,85.0,2.0,0.06543494996150885
Super built-up  Area,Ready To Move,Banashankari,2 BHK,GrrvaGr,1330.0,2.0,1.0,78.0,2.0,0.058646616541353384
Super built-up  Area,18-Apr,Devanahalli,3 BHK,Sabixtt,1282.0,2.0,2.0,52.43,3.0,0.040897035881435256
Built-up  Area,Ready To Move,"JP Nagar 8th Phase, ",3 BHK,GrrvaGr,1853.0,3.0,2.0,82.0,3.0,0.044252563410685376
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,861.0,2.0,1.0,35.0,2.0,0.04065040650406504
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1600.0,3.0,2.0,95.0,3.0,0.059375
Built-up  Area,Ready To Move,Nagaraja Garden,2 BHK,GrrvaGr,1256.0,2.0,1.0,62.8,2.0,0.049999999999999996
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Naods W,1390.0,2.0,2.0,80.0,3.0,0.05755395683453238
Super built-up  Area,Ready To Move,Ashwath Nagar,3 BHK,Raeusiy,1550.0,2.0,2.0,90.0,3.0,0.05806451612903226
Plot  Area,Ready To Move,1 Annasandrapalya,11 Bedroom,GrrvaGr,1200.0,6.0,3.0,150.0,11.0,0.125
Built-up  Area,Ready To Move,Hebbal,2 BHK,GrrvaGr,919.0,2.0,1.0,49.0,2.0,0.05331882480957562
Plot  Area,18-May,Margondanahalli,3 Bedroom,GrrvaGr,1625.0,3.0,0.0,80.0,3.0,0.04923076923076923
Super built-up  Area,Ready To Move,Gunjur,2 BHK,Puide P,1195.0,2.0,2.0,44.0,2.0,0.03682008368200837
Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,Jaers S,1159.0,2.0,1.0,60.0,2.0,0.05176876617773943
Super built-up  Area,20-Jun,Whitefield,3 BHK,Somns T,1386.0,3.0,1.0,57.46,3.0,0.04145743145743146
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197.0,2.0,1.0,79.0,2.0,0.06599832915622389
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2690.0,4.0,3.0,191.0,4.0,0.07100371747211896
Super built-up  Area,Ready To Move,Jigani,4 Bedroom,Prllasw,4303.5,2.0,2.0,226.0,4.0,0.052515394446380856
Super built-up  Area,18-May,Bommasandra,3 BHK,SSestth,1295.0,2.0,1.0,50.28,3.0,0.038826254826254826
Built-up  Area,18-Jul,Huskur,3 BHK,GrrvaGr,1310.0,2.0,1.0,37.83,3.0,0.028877862595419846
Super built-up  Area,21-Dec,Whitefield,2 BHK,Preaunt,1132.0,2.0,1.0,79.28,2.0,0.07003533568904594
Built-up  Area,Ready To Move,6th block Koramangala,3 BHK,Sinde G,2350.0,3.0,2.0,400.0,3.0,0.1702127659574468
Plot  Area,Ready To Move,4th Block Koramangala,4 Bedroom,GrrvaGr,2400.0,4.0,2.0,500.0,4.0,0.20833333333333334
Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645.0,3.0,2.0,135.0,3.0,0.08206686930091185
Super built-up  Area,18-Nov,Whitefield,2 BHK,GrrvaGr,1200.0,2.0,1.0,45.84,2.0,0.038200000000000005
Plot  Area,Ready To Move,Whitefield,4 Bedroom,GrrvaGr,3000.0,4.0,0.0,330.0,4.0,0.11
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Prionad,1937.0,3.0,2.0,140.0,3.0,0.07227671657201859
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Vayali ,1015.0,2.0,2.0,33.5,2.0,0.03300492610837438
Super built-up  Area,Ready To Move,Nagadevanahalli,2 BHK,GrrvaGr,1080.0,2.0,2.0,39.0,2.0,0.03611111111111111
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,Prone M,1350.0,2.0,2.0,80.99,3.0,0.05999259259259259
Super built-up  Area,18-Aug,Kengeri Satellite Town,3 BHK,DSestSt,1149.0,2.0,2.0,29.0,3.0,0.025239338555265448
Super built-up  Area,Ready To Move,Kothanur,2 BHK,GrrvaGr,1185.0,2.0,2.0,59.0,2.0,0.049789029535864976
Super built-up  Area,Ready To Move,Domlur,3 BHK,GrrvaGr,1720.0,3.0,1.0,135.0,3.0,0.07848837209302326
Super built-up  Area,Ready To Move,Hebbal,3 BHK,GrrvaGr,2080.0,3.0,3.0,175.0,3.0,0.08413461538461539
Plot  Area,Ready To Move,Tindlu,3 Bedroom,Hentye ,1500.0,3.0,1.0,87.0,3.0,0.058
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1566.0,3.0,2.0,97.0,3.0,0.06194125159642401
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2386.0,3.0,2.0,334.0,3.0,0.1399832355406538
Plot  Area,Ready To Move,KSRTC Layout,4 Bedroom,GrrvaGr,1500.0,4.0,0.0,110.0,4.0,0.07333333333333333
Super built-up  Area,Ready To Move,KR Puram,2 BHK,LVniaar,1290.0,2.0,1.0,49.02,2.0,0.038
Built-up  Area,20-Dec,"JP nagar 9th Phase, ",3 BHK,GrrvaGr,1531.0,3.0,2.0,72.0,3.0,0.047028086218158065
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1839.0,3.0,3.0,165.0,3.0,0.08972267536704731
Plot  Area,Ready To Move,Dollars Layout,4 Bedroom,GrrvaGr,4200.0,4.0,1.0,760.0,4.0,0.18095238095238095
Super built-up  Area,18-May,Electronic City Phase II,3 BHK,Sryalan,1400.0,2.0,2.0,40.43,3.0,0.028878571428571427
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,550.0,1.0,1.0,15.0,2.0,0.02727272727272727
